Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Potency Category
CHEMBL1098308,,,425.49,0.0,3.91,4,O=C(CN1CCCCC1)Nc1ccc2nc3c4[nH]c5ccccc5c4ccn3c(=O)c2c1,IC50,'=',10.07,nM,8.0,,,UO_0000065,18.79,0.34,4.09,9.69,1,CHEMBL5502615,Inhibition of AChE (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5500373,1,Scientific Literature,Eur J Med Chem,2024.0,,,INHIBITOR,,10.07,Very Potent (8-9)
CHEMBL3884618,,,579.77,2.0,5.93,10,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21,IC50,'=',9.7,nM,8.01,,,UO_0000065,13.82,0.26,2.08,11.37,0,CHEMBL3875277,Inhibition of human recombinant AChE preincubated for 5 mins followed by acetylthiocholine iodide substrate addition measured after 5 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3875143,1,Scientific Literature,Eur J Med Chem,2016.0,,,,,9.7,Very Potent (8-9)
CHEMBL3884858,,,607.82,2.0,6.71,11,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21,IC50,'=',18.2,nM,7.74,,,UO_0000065,12.73,0.24,1.03,10.98,0,CHEMBL3875277,Inhibition of human recombinant AChE preincubated for 5 mins followed by acetylthiocholine iodide substrate addition measured after 5 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3875143,1,Scientific Literature,Eur J Med Chem,2016.0,,,,,18.2,Potent (7-8)
CHEMBL5562554,,,551.67,2.0,7.56,C7,O=C(NCCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,IC50,'=',30.35,nM,7.52,,,UO_0000065,13.63,0.25,-0.04,8.18,0,CHEMBL5529083,Inhibition of human erythrocyte AChE incubated for 10 mins,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5528025,1,Scientific Literature,Eur J Med Chem,2024.0,,TIME = 0.1667 hr,INHIBITOR,,30.35,Potent (7-8)
CHEMBL5574923,,,459.59,0.0,3.27,5,O=C(CCCCN1CCN(Cc2ccccc2)CC1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,IC50,'=',3.29,nM,8.48,,,UO_0000065,18.46,0.34,5.21,12.04,0,CHEMBL5528685,Inhibition of AChE (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5528012,1,Scientific Literature,Eur J Med Chem,2024.0,,,INHIBITOR,,3.29,Very Potent (8-9)
CHEMBL5591458,,,278.31,0.0,3.07,75,[O-]/[N+](=C\c1ccc2cccc(O)c2n1)Cc1ccccc1,IC50,'=',29.0,nM,7.54,,,UO_0000065,27.08,0.49,4.47,12.73,0,CHEMBL5580732,Inhibition of human AChE using acetylthiocholine iodide as substrate incubated for 1 mins by spectrophotometric Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5579820,1,Scientific Literature,Eur J Med Chem,2024.0,,TIME = 0.01667 hr,INHIBITOR,,0.029,Potent (7-8)
CHEMBL4284165,,,420.51,0.0,3.92,21,O=C(NCCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,IC50,'=',23.0,nM,7.64,,,UO_0000065,18.16,0.34,3.72,9.23,0,CHEMBL4273241,Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate pretreated for 5 mins followed by substrate addition and measured for 5 mins by Ellman's method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4270563,1,Scientific Literature,Eur J Med Chem,2018.0,,,,,23.0,Potent (7-8)
CHEMBL4292477,,,405.5,0.0,3.41,15,Nc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,IC50,'=',41.0,nM,7.39,,,UO_0000065,18.22,0.34,3.98,8.34,0,CHEMBL4273241,Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate pretreated for 5 mins followed by substrate addition and measured for 5 mins by Ellman's method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4270563,1,Scientific Literature,Eur J Med Chem,2018.0,,,,,41.0,Potent (7-8)
CHEMBL3910142,,,452.6,0.0,4.96,5f,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)CCC1CCN(Cc2ccccc2)CC1,IC50,'=',29.0,nM,7.54,,,UO_0000065,16.65,0.3,2.58,11.89,0,CHEMBL3862302,Inhibition of human recombinant AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman's method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3861952,1,Scientific Literature,Eur J Med Chem,2016.0,CHEMBL3307715,,,,0.029,Potent (7-8)
CHEMBL4756424,,,702.24,3.0,5.29,GT9,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nn1,IC50,'=',12.1,nM,7.92,,,UO_0000065,11.27,0.22,2.63,5.01,0,CHEMBL4711085,Inhibition of human AChE using acetylthiocholine iodide as substrate preincubated with enzyme for 1 min followed by substrate addition and measured after 10 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4706588,1,Scientific Literature,Eur J Med Chem,2020.0,,TIME = 0.1833 hr,INHIBITOR,,12.1,Potent (7-8)
CHEMBL636,RIVASTIGMINE,4.0,250.34,0.0,2.76,Rivastigmine,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,IC50,'=',54.0,nM,7.27,,,UO_0000065,29.03,0.55,4.51,22.17,1,CHEMBL3635481,Inhibition of AChE (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3632542,1,Scientific Literature,Bioorg Med Chem Lett,2015.0,,,,,54.0,Potent (7-8)
CHEMBL94,PHYSOSTIGMINE,3.0,275.35,0.0,1.77,Physostigmine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',30.0,nM,7.52,,,UO_0000065,27.32,0.51,5.75,16.79,1,CHEMBL829249,Inhibitory concentration against acetylcholinesterase,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1145264,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.03,Potent (7-8)
CHEMBL5278053,,,413.53,0.0,4.04,33,O=C(CCN1CCCC1)Nc1ccc2c(c1)CN1CCc3c([nH]c4ccccc34)C1=N2,IC50,'=',29.0,nM,7.54,,,UO_0000065,18.23,0.33,3.5,11.83,0,CHEMBL5235529,Inhibition of AChE (unknown origin) using acetylthiocholine iodide as substrate incubated for 20 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5233266,1,Scientific Literature,J Med Chem,2021.0,,TIME = 0.3333 hr,INHIBITOR,,0.029,Potent (7-8)
CHEMBL3884988,,,565.74,2.0,5.54,9,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21,IC50,'=',43.6,nM,7.36,,,UO_0000065,13.01,0.25,1.82,10.44,0,CHEMBL3875277,Inhibition of human recombinant AChE preincubated for 5 mins followed by acetylthiocholine iodide substrate addition measured after 5 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3875143,1,Scientific Literature,Eur J Med Chem,2016.0,,,,,43.6,Potent (7-8)
CHEMBL5271210,,,576.7,1.0,4.88,140,O=C1[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc4c(c3)OCO4)N2C(=O)CN1CCC1CCN(Cc2ccccc2)CC1,IC50,'=',32.0,nM,7.5,,,UO_0000065,13.0,0.24,2.61,9.6,0,CHEMBL5235525,Inhibition of AChE (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5233266,1,Scientific Literature,J Med Chem,2021.0,,,INHIBITOR,,32.0,Potent (7-8)
CHEMBL4558495,,,532.15,2.0,8.24,13b,FC12CC3CC(NCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)(CC(C1)c1ccccc13)C2,IC50,'=',1.4,nM,8.85,,,UO_0000065,16.64,0.32,0.61,23.96,0,CHEMBL4307302,Inhibition of human recombinant AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by spectrophotometry analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4304786,1,Scientific Literature,Eur J Med Chem,2019.0,CHEMBL3307715,,,,1.4,Very Potent (8-9)
CHEMBL4462369,,,546.13,2.0,7.77,12b,O=C(CCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)NC12CC3CC(F)(CC(C1)c1ccccc13)C2,IC50,'=',1.3,nM,8.89,,,UO_0000065,16.27,0.31,1.12,16.45,0,CHEMBL4307302,Inhibition of human recombinant AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by spectrophotometry analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4304786,1,Scientific Literature,Eur J Med Chem,2019.0,CHEMBL3307715,,,,1.3,Very Potent (8-9)
CHEMBL292314,,,232.71,0.0,3.35,7,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',14.5,nM,7.84,,,UO_0000065,33.68,0.67,4.49,20.15,0,CHEMBL4307302,Inhibition of human recombinant AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by spectrophotometry analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4304786,1,Scientific Literature,Eur J Med Chem,2019.0,CHEMBL3307715,,,,14.5,Potent (7-8)
CHEMBL1201196,SERTACONAZOLE,4.0,437.78,1.0,7.02,77,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,IC50,'=',100.0,nM,7.0,,,UO_0000065,15.99,0.35,-0.02,25.88,0,CHEMBL5580722,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 30 mins followed by substrate addition and measured for 60 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5579820,1,Scientific Literature,Eur J Med Chem,2024.0,,TIME = 1.5 hr,INHIBITOR,,0.1,Potent (7-8)
CHEMBL4208961,,,517.22,0.0,4.78,7h,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4ccccc4Br)cc3)ccc12.[Br-],IC50,'=',78.1,nM,7.11,,,UO_0000065,16.25,0.35,2.33,16.41,0,CHEMBL4193313,Inhibition of human AChE using acetylthiocholine iodide as substrate preincubated for 6 mins followed by substrate addition measured up to 180 secs by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4190307,1,Scientific Literature,Eur J Med Chem,2017.0,,,,,78.1,Potent (7-8)
CHEMBL4848527,,,547.14,2.0,7.03,14,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCC(=O)NCc4cc[nH]c(=O)c4)c3C(C1)C2,IC50,'=',0.63,nM,9.2,,,UO_0000065,16.82,0.32,2.17,10.59,0,CHEMBL4844259,Inhibition of human recombinant AChE using acetylthiocholine iodide as a substrate preincubated for 20 mins followed by substrate addition by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4842362,1,Scientific Literature,Eur J Med Chem,2021.0,,TIME = 0.3333 hr,INHIBITOR,,0.63,Extremely Potent (pIC50 ≥ 9)
CHEMBL1204162,,,439.0,0.0,4.18,4g,Cl.O.c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1,IC50,'=',74.0,nM,7.13,,,UO_0000065,18.54,0.34,2.95,16.1,0,CHEMBL644839,In vitro inhibition of acetylcholinesterase from human erythrocytes,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1134774,1,Scientific Literature,J Med Chem,2001.0,,,,,74.0,Potent (7-8)
CHEMBL87320,,,486.47,0.0,4.38,26,COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],IC50,'=',53.0,nM,7.28,,,UO_0000065,17.9,0.35,2.9,16.25,0,CHEMBL644831,Concentration required for the inhibition of acetylcholinesterase,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135325,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,,,,,0.053,Potent (7-8)
CHEMBL609440,,,533.4,0.0,4.57,48,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],IC50,'=',4.5,nM,8.35,,,UO_0000065,18.41,0.36,3.78,8.72,0,CHEMBL644831,Concentration required for the inhibition of acetylcholinesterase,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135325,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,,,,,0.0045,Very Potent (8-9)
CHEMBL315013,,,534.52,0.0,4.91,6,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,'=',43.0,nM,7.37,,,UO_0000065,16.2,0.31,2.46,13.21,0,CHEMBL644831,Concentration required for the inhibition of acetylcholinesterase,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135325,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,,,,,0.043,Potent (7-8)
CHEMBL4455013,,,382.46,0.0,2.87,39,COc1ccc(CNC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1OC,IC50,'=',4.11,nM,8.39,,,UO_0000065,21.93,0.41,5.52,12.36,0,CHEMBL4353096,Inhibition of recombinant human AChE using acetylthiocholine as substrate by UV-visible absorption method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4350982,1,Scientific Literature,Eur J Med Chem,2019.0,,,,,4.11,Very Potent (8-9)
CHEMBL5219771,,,528.65,2.0,6.64,54,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2cccc(-c3cc(=O)c4ccccc4o3)c2)c1,IC50,'=',0.52,nM,9.28,,,UO_0000065,17.56,0.33,2.64,11.46,1,CHEMBL5216385,Inhibition of recombinant human serum AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5214927,1,Scientific Literature,Eur J Med Chem,2022.0,,TIME = 0.3333 hr,INHIBITOR,,0.52,Extremely Potent (pIC50 ≥ 9)
CHEMBL74926,PHENSERINE,,337.42,0.0,3.67,3,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,IC50,'=',24.0,nM,7.62,,,UO_0000065,22.58,0.42,3.95,17.0,0,CHEMBL5216357,Inhibition of AChE (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5214927,1,Scientific Literature,Eur J Med Chem,2022.0,,,INHIBITOR,,24.0,Potent (7-8)
CHEMBL4287970,,,450.54,0.0,3.84,"Fig 2, Cpd 12; Scheme 9, Cpd 19",COc1cc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,IC50,'=',46.0,nM,7.34,,,UO_0000065,16.29,0.3,3.5,9.06,1,CHEMBL5224185,Inhibition of human AChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5223094,1,Scientific Literature,RSC Med Chem,2022.0,,,INHIBITOR,,46.0,Potent (7-8)
CHEMBL3215770,,,855.61,2.0,10.92,22.2HCl,Cl.Cl.Cl.Cl.O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,IC50,'=',50.0,nM,7.3,,,UO_0000065,10.29,0.2,-3.62,9.59,0,CHEMBL1051649,Inhibition of AChE in human erythrocytes by Ellman's method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1152433,1,Scientific Literature,J Med Chem,2009.0,,,,,50.0,Potent (7-8)
CHEMBL3215768,,,827.55,2.0,10.14,20.2HCl,Cl.Cl.Cl.Cl.O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,IC50,'=',7.03,nM,8.15,,,UO_0000065,11.96,0.23,-1.99,10.71,0,CHEMBL1051649,Inhibition of AChE in human erythrocytes by Ellman's method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1152433,1,Scientific Literature,J Med Chem,2009.0,,,,,7.03,Very Potent (8-9)
CHEMBL5199151,,,600.76,2.0,5.11,36,COC(=O)/C=C/c1ccc(OCCCCCN2CCN(CC(=O)Nc3c4c(nc5ccccc35)CCCC4)CC2)c(OC)c1,IC50,'=',61.7,nM,7.21,,,UO_0000065,12.0,0.22,2.1,7.73,0,CHEMBL5097096,Inhibition of AchE (unknown origin) using acetylcholine iodide as substrate preincubated for 10 mins followed by substrate addition and measured after 10 mins by DTNB reagent based Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5096162,1,Scientific Literature,Eur J Med Chem,2021.0,,TIME = 0.3333 hr,INHIBITOR,,61.7,Potent (7-8)
CHEMBL94,PHYSOSTIGMINE,3.0,275.35,0.0,1.77,1,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',28.0,nM,7.55,,,UO_0000065,27.43,0.52,5.78,16.86,1,CHEMBL5216357,Inhibition of AChE (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5214927,1,Scientific Literature,Eur J Med Chem,2022.0,,,INHIBITOR,,28.0,Potent (7-8)
CHEMBL5440650,,,450.63,0.0,4.41,4c2,COC(=O)/C=C/C(=O)Nc1cccc(OCCCCSC(=S)N2CCCCC2C)c1,IC50,'=',53.0,nM,7.28,,,UO_0000065,16.15,0.33,2.87,10.72,0,CHEMBL5344489,Inhibition of human AChE using acetylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition by DTNB reagent based Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5344402,1,Scientific Literature,Eur J Med Chem,2022.0,,TIME = 0.08333 hr,INHIBITOR,,0.053,Potent (7-8)
CHEMBL502,DONEPEZIL,4.0,379.5,0.0,4.36,Donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',12.0,nM,7.92,,,UO_0000065,20.87,0.39,3.56,20.43,1,CHEMBL4054197,Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate after 15 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4052630,1,Scientific Literature,Eur J Med Chem,2017.0,,,,,0.012,Potent (7-8)
CHEMBL4751100,,,580.21,2.0,8.0,6b,COc1cc2c(cc1O)CCC(C)(CCNCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,IC50,'=',0.12,nM,9.92,,,UO_0000065,17.1,0.33,1.92,13.12,0,CHEMBL4727112,Inhibition of recombinant human AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 15 mins followed by substrate addition by Ellman's method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4725294,1,Scientific Literature,J Med Chem,2020.0,,TIME = 0.25 hr,INHIBITOR,,0.12,Extremely Potent (pIC50 ≥ 9)
CHEMBL95,TACRINE,4.0,198.27,0.0,2.7,5,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',72.38,nM,7.14,,,UO_0000065,36.01,0.65,4.44,18.35,1,CHEMBL4704869,Inhibition of human erythrocytes AChE by Ellman's method,B,BAO_0000219,cell-based format,Homo sapiens,,,Erythrocyte,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4699616,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,INHIBITOR,,72.38,Potent (7-8)
CHEMBL502,DONEPEZIL,4.0,379.5,0.0,4.36,Donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',17.0,nM,7.77,,,UO_0000065,20.47,0.38,3.41,20.04,1,CHEMBL5122937,Inhibition of human AChE by Ellman's spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5120833,1,Scientific Literature,Eur J Med Chem,2022.0,,,INHIBITOR,,0.017,Potent (7-8)
CHEMBL5200462,,,772.74,2.0,10.3,22,O=c1cc(/N=N/N=P(CCP(=N/N=N/c2cc(=O)oc3ccccc23)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2o1,IC50,'=',34.96,nM,7.46,,,UO_0000065,9.65,0.18,-2.84,5.54,0,CHEMBL5128428,Inhibition of human AChE using acetylthiocholine iodide as substrate by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5126546,1,Scientific Literature,Bioorg Med Chem,2022.0,,,INHIBITOR,,34.96,Potent (7-8)
CHEMBL5563794,,,612.57,2.0,8.18,C11,O=C(NCCCCCCNc1c2c(nc3cc(Br)ccc13)CCCC2)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,IC50,'=',55.03,nM,7.26,,,UO_0000065,11.85,0.24,-0.92,7.9,0,CHEMBL5529083,Inhibition of human erythrocyte AChE incubated for 10 mins,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5528025,1,Scientific Literature,Eur J Med Chem,2024.0,,TIME = 0.1667 hr,INHIBITOR,,55.03,Potent (7-8)
CHEMBL4633540,,,236.32,0.0,3.16,18a,C#CCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',50.7,nM,7.29,,,UO_0000065,30.87,0.55,4.13,29.27,0,CHEMBL4617005,Inhibition of human AChE using acetylthiocholine chloride as substrate peincubated for 15 mins followed by substrate addition measured at 1 min interval by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4616591,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,,,50.7,Potent (7-8)
CHEMBL28,APIGENIN,,270.24,0.0,2.58,15,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IC50,'=',12.0,nM,7.92,,,UO_0000065,29.31,0.54,5.34,8.71,0,CHEMBL3071788,Inhibition of AChE (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3045386,1,Scientific Literature,Med Chem Res,2013.0,,,,,0.012,Potent (7-8)
CHEMBL5523504,,,402.42,0.0,4.83,5a,FC(F)(F)c1ccc(-c2nnc(NC3CCN(Cc4ccccc4)CC3)o2)cc1,IC50,'=',55.0,nM,7.26,,,UO_0000065,18.04,0.34,2.43,13.4,1,CHEMBL5502626,Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate preincubated for 10 mins followed by substrate addition and measured for 6 mins by DTNB based Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5500373,1,Scientific Literature,Eur J Med Chem,2024.0,,TIME = 0.2667 hr,INHIBITOR,,0.055,Potent (7-8)
